Cell	BCR_ABL	Patient	Stage	process_date	input	mapped_reads	percent	n_detected_genes	used4analysis
OX1302G4	negative	OX1302	diagnosis	batch1	776303	377441	48.62031964	4013	0
OX1302G4_merged	negative	OX1302	diagnosis	batch2	1153030	551140	47.79927669	4282	1
OX1302G4_reseq	negative	OX1302	diagnosis	batch2	376727	173580	46.07580556	3724	0
OX1302G5	positive	OX1302	diagnosis	batch1	8871355	5742607	64.7320167	4289	1
OX1302G7	negative	OX1302	diagnosis	batch1	3750405	1976507	52.70116161	5702	0
OX1302G7_merged	negative	OX1302	diagnosis	batch2	14224447	7542860	53.02743931	5631	1
OX1302G7_reseq	negative	OX1302	diagnosis	batch2	10474042	5564152	53.12325461	5600	0
OX1302G8	negative	OX1302	diagnosis	batch1	6197972	4797919	77.41111125	4907	1
OX1302G9	positive	OX1302	diagnosis	batch1	11343358	642832	5.6670344	3898	1
OX1302H1	positive	OX1302	diagnosis	batch1	2374722	875246	36.85677734	4579	0
OX1302H1_merged	positive	OX1302	diagnosis	batch2	3204898	1154874	36.03465695	4926	1
OX1302H1_reseq	positive	OX1302	diagnosis	batch2	830176	279685	33.68984408	4617	0
OX1302H10	positive	OX1302	diagnosis	batch1	2650869	1741213	65.68461135	4905	0
OX1302H10_merged	positive	OX1302	diagnosis	batch2	13183717	8775147	66.56049277	4849	1
OX1302H10_reseq	positive	OX1302	diagnosis	batch2	10532848	7031622	66.75898105	4811	0
OX1302H11	positive	OX1302	diagnosis	batch1	20095	13946	69.40034835	2668	0
OX1302H2	negative	OX1302	diagnosis	batch1	1707515	1357195	79.48363558	4547	0
OX1302H2_merged	negative	OX1302	diagnosis	batch2	8613420	6856572	79.60336312	4574	1
OX1302H2_reseq	negative	OX1302	diagnosis	batch2	6905905	5498941	79.62665284	4604	0
OX1302H3	positive	OX1302	diagnosis	batch1	6056237	3307764	54.61747947	4156	1
OX1302H5	positive	OX1302	diagnosis	batch1	5820943	2908428	49.964894	4125	1
OX1302H7	positive	OX1302	diagnosis	batch1	7552012	5379158	71.22814423	4092	1
OX1302H8	positive	OX1302	diagnosis	batch1	7831294	5916759	75.55276306	4545	1
OX1302H9	positive	OX1302	diagnosis	batch1	3174449	1222054	38.49657059	3834	0
OX1302H9_merged	positive	OX1302	diagnosis	batch2	5586319	2148913	38.46742372	3807	1
OX1302H9_reseq	positive	OX1302	diagnosis	batch2	2411870	925801	38.38519489	3683	0
OX1407A1	positive	OX1407	remission	batch1	2364690	1386553	58.63571969	5918	0
OX1407A1_merged	positive	OX1407	remission	batch2	6184472	3696641	59.77294424	5832	1
OX1407A1_reseq	positive	OX1407	remission	batch2	3819782	2308612	60.43831821	5773	0
OX1407A2	positive	OX1407	remission	batch1	1000460	642598	64.23025408	5463	0
OX1407A2_merged	positive	OX1407	remission	batch2	2283957	1498557	65.61231232	5706	1
OX1407A2_reseq	positive	OX1407	remission	batch2	1283497	855680	66.66786132	5810	0
OX1407A3	negative	OX1407	remission	batch1	3929049	2531281	64.42477556	3728	1
OX1407A4	negative	OX1407	remission	batch1	867508	598417	68.98115061	5076	0
OX1407A4_merged	negative	OX1407	remission	batch2	2381782	1652104	69.36419874	4907	1
OX1407A4_reseq	negative	OX1407	remission	batch2	1514274	1053749	69.58773643	4679	0
OX1407A5	negative	OX1407	remission	batch1	2673346	2281911	85.35786239	5562	1
OX1407A6	negative	OX1407	remission	batch1	1194946	983446	82.30045542	4930	0
OX1407A6_merged	negative	OX1407	remission	batch2	4877432	4037238	82.77384492	4629	1
OX1407A6_reseq	negative	OX1407	remission	batch2	3682486	3052942	82.90437492	4558	0
OX1407B1	positive	OX1407	remission	batch1	4212947	2322674	55.13181153	5131	1
OX1407B2	positive	OX1407	remission	batch1	5373603	3855444	71.74783846	4583	1
OX1407B4	negative	OX1407	remission	batch1	5299108	4290891	80.9738356	5330	1
OX1407B5	positive	OX1407	remission	batch1	5480667	3947949	72.03409731	3689	1
OX1407B6	negative	OX1407	remission	batch1	4314744	2677019	62.04351869	4227	1
OX1407C1	negative	OX1407	remission	batch1	5161390	3978708	77.08597878	4416	1
OX1407C2	positive	OX1407	remission	batch1	5122670	3871159	75.56916608	4210	1
OX1407C3	negative	OX1407	remission	batch1	6280971	3973091	63.25599975	4759	1
OX1407C5	negative	OX1407	remission	batch1	5175864	4141779	80.02101678	3382	1
OX1407C6	negative	OX1407	remission	batch1	5610112	2613557	46.58653874	4449	1
OX1407D1	positive	OX1407	remission	batch1	4603169	2967607	64.46878227	3979	1
OX1407D3	negative	OX1407	remission	batch1	5033147	3025229	60.10611254	5928	1
OX1407D4	positive	OX1407	remission	batch1	3089643	2275098	73.63627448	4723	1
OX1407D5	negative	OX1407	remission	batch1	6403795	4664845	72.84500831	3613	1
OX1407D6	positive	OX1407	remission	batch1	3992095	2998803	75.11852799	3625	1
OX1407E1	positive	OX1407	remission	batch1	8854476	6223553	70.28708418	4209	1
OX1407E2	negative	OX1407	remission	batch1	5746084	4236108	73.72165113	5117	1
OX1407E3	positive	OX1407	remission	batch1	3543569	2094679	59.11212679	5307	1
OX1407E4	negative	OX1407	remission	batch1	2741024	2254289	82.24258525	4468	1
OX1407E5	positive	OX1407	remission	batch1	5599328	4094808	73.13034707	3225	1
OX1407E6	positive	OX1407	remission	batch1	4757716	4056447	85.26038545	3633	1
OX1407F2	negative	OX1407	remission	batch1	5093679	3453358	67.79693027	4680	1
OX1407F3	positive	OX1407	remission	batch1	3617235	2892332	79.95974826	5355	1
OX1407F6	negative	OX1407	remission	batch1	4736429	3722189	78.58639916	2929	1
OX1407G1	negative	OX1407	remission	batch1	4849081	2851500	58.80495706	6098	1
OX1407G2	positive	OX1407	remission	batch1	4505165	3404260	75.56349213	4478	1
OX1407G3	positive	OX1407	remission	batch1	3438732	2645738	76.93934857	4794	1
OX1407G4	negative	OX1407	remission	batch1	344287	271905	78.97626108	4532	1
OX1407G5	positive	OX1407	remission	batch1	6229106	5433840	87.23306362	4179	1
OX1407G6	negative	OX1407	remission	batch1	4473078	3874504	86.61829729	5146	1
OX1407H2	negative	OX1407	remission	batch1	3288786	2299291	69.91306215	7355	1
OX1407H3	negative	OX1407	remission	batch1	4742344	2960808	62.43342954	4648	1
OX1407H5	negative	OX1407	remission	batch1	5944993	4501793	75.72410935	3384	1
OX1407H6	negative	OX1407	remission	batch1	806273	632798	78.48433471	4449	0
OX1407H6_merged	negative	OX1407	remission	batch2	3832906	3033498	79.14355322	4184	1
OX1407H6_reseq	negative	OX1407	remission	batch2	3026633	2400074	79.29848118	4140	0
OX1570A10	negative	OX1570	remission	batch3	2666189	1202507	45.10209141	3002	1
OX1570A11	negative	OX1570	remission	batch3	5785755	2673239	46.20380573	3796	1
OX1570A5	negative	OX1570	remission	batch3	6139962	4660108	75.89799416	3642	1
OX1570B12	positive	OX1570	remission	batch3	13597235	8922208	65.61781127	2432	1
OX1570B3	positive	OX1570	remission	batch3	2216198	979908	44.21572441	3888	1
OX1570B5	negative	OX1570	remission	batch3	37545547	31514241	83.93602842	3559	1
OX1570B6	negative	OX1570	remission	batch3	5423032	3253666	59.99717501	3510	1
OX1570B7	negative	OX1570	remission	batch3	5517892	1774512	32.15923762	3376	1
OX1570B9	negative	OX1570	remission	batch3	14692326	8241069	56.09097566	4179	1
OX1570C10	negative	OX1570	remission	batch3	7928194	3962368	49.97819175	3403	1
OX1570C11	negative	OX1570	remission	batch3	9858288	4520839	45.85825652	3621	1
OX1570C12	positive	OX1570	remission	batch3	7864211	4565025	58.04809917	3526	1
OX1570C2	positive	OX1570	remission	batch3	6198801	3866688	62.37799858	2630	1
OX1570C5	negative	OX1570	remission	batch3	6040299	3463162	57.33428097	3871	1
OX1570C7	negative	OX1570	remission	batch3	15204856	7351504	48.34971143	3772	1
OX1570D10	negative	OX1570	remission	batch3	9186429	5936921	64.62708197	2633	1
OX1570D3	positive	OX1570	remission	batch3	822756	336275	40.87177729	2888	1
OX1570D6	negative	OX1570	remission	batch3	7818733	5784593	73.98376438	2492	1
OX1570D9	negative	OX1570	remission	batch3	11110176	7654357	68.8950112	3274	1
OX1570E11	negative	OX1570	remission	batch3	8194716	3143546	38.36064606	3487	1
OX1570E5	negative	OX1570	remission	batch3	11943659	9249687	77.4443326	4248	1
OX1570E6	negative	OX1570	remission	batch3	17013667	12210962	71.77148818	3199	1
OX1570E7	negative	OX1570	remission	batch3	6814877	2390968	35.08453638	3297	1
OX1570E9	negative	OX1570	remission	batch3	9860296	5637434	57.17307067	2827	1
OX1570F10	positive	OX1570	remission	batch3	3956820	1578998	39.90573238	3101	1
OX1570F11	negative	OX1570	remission	batch3	4027589	1585689	39.37067561	3905	1
OX1570F12	negative	OX1570	remission	batch3	12430521	6477587	52.11034196	3772	1
OX1570F3	positive	OX1570	remission	batch3	7376557	4813471	65.25362713	3017	1
OX1570F4	positive	OX1570	remission	batch3	6040709	4612905	76.36363546	3207	1
OX1570F5	negative	OX1570	remission	batch3	14982800	13108822	87.49247137	3702	1
OX1570F6	negative	OX1570	remission	batch3	12824614	7503471	58.50835744	3243	1
OX1570F9	negative	OX1570	remission	batch3	11416562	6950712	60.88270707	3292	1
OX1570G1	negative	OX1570	remission	batch3	11689728	9648488	82.53817369	3766	1
OX1570G10	positive	OX1570	remission	batch3	2662949	1359236	51.04250964	3492	1
OX1570G12	positive	OX1570	remission	batch3	7438048	5179890	69.64044868	2843	1
OX1570G2	positive	OX1570	remission	batch3	1886070	675619	35.82152306	2680	1
OX1570G4	positive	OX1570	remission	batch3	118996	79895	67.1409123	2079	1
OX1570G9	negative	OX1570	remission	batch3	6512982	4237460	65.06174898	3347	1
OX1570H1	negative	OX1570	remission	batch3	291282	79248	27.20662451	3371	1
OX1570H2	positive	OX1570	remission	batch3	1427533	1239066	86.79771326	3358	1
OX1570H5	positive	OX1570	remission	batch3	15341978	7440912	48.50034331	3512	1
OX1570H6	negative	OX1570	remission	batch3	995124	644265	64.74218288	4059	1
OX1570H8	positive	OX1570	remission	batch3	5274074	2856014	54.1519516	4018	1
OX1902A1	negative	OX1902	remission	batch3	3596475	2290857	63.69728693	3265	1
OX1902A11	negative	OX1902	remission	batch3	3604148	2033546	56.42237777	2585	1
OX1902A2	negative	OX1902	remission	batch3	2230935	1659656	74.39284426	3590	1
OX1902A3	positive	OX1902	remission	batch3	4925427	2668783	54.18378955	3071	1
OX1902A4	positive	OX1902	remission	batch3	432150	340099	78.69929423	3815	1
OX1902A5	negative	OX1902	remission	batch3	4485493	2689860	59.96799014	3844	1
OX1902B1	negative	OX1902	remission	batch3	8875202	4830015	54.42146556	3150	1
OX1902B12	negative	OX1902	remission	batch3	4738799	3006815	63.45099254	2648	1
OX1902B2	negative	OX1902	remission	batch3	6544622	3272256	49.99915962	3049	1
OX1902B3	negative	OX1902	remission	batch3	5672984	3463861	61.05888894	2344	1
OX1902B4	negative	OX1902	remission	batch3	3646629	1643122	45.05865554	3137	1
OX1902B5	positive	OX1902	remission	batch3	9719799	5925691	60.96515988	3789	1
OX1902B6	positive	OX1902	remission	batch3	4853879	2206347	45.45533583	3460	1
OX1902B8	negative	OX1902	remission	batch3	4437090	2391099	53.88890016	3329	1
OX1902C1	positive	OX1902	remission	batch3	8410622	6205269	73.77895476	1928	1
OX1902C12	negative	OX1902	remission	batch3	4976150	3914255	78.66030968	3308	1
OX1902C2	positive	OX1902	remission	batch3	7662955	5045810	65.84679148	3259	1
OX1902C3	positive	OX1902	remission	batch3	4953939	3241319	65.4291262	2116	1
OX1902C4	positive	OX1902	remission	batch3	6469062	4452178	68.82262065	3981	1
OX1902C7	negative	OX1902	remission	batch3	7983966	4802832	60.1559676	3567	1
OX1902C8	negative	OX1902	remission	batch3	8718921	3685843	42.27407267	3153	1
OX1902D1	negative	OX1902	remission	batch3	9065381	4365523	48.15597932	2894	1
OX1902D12	negative	OX1902	remission	batch3	7569114	4367962	57.70770529	4031	1
OX1902D2	negative	OX1902	remission	batch3	5752711	3412564	59.32097058	2561	1
OX1902D3	negative	OX1902	remission	batch3	4070147	3041575	74.72887343	3243	1
OX1902D4	positive	OX1902	remission	batch3	9038296	5650986	62.52269233	3411	1
OX1902E1	positive	OX1902	remission	batch3	9004540	7513757	83.44409598	3110	1
OX1902E2	positive	OX1902	remission	batch3	6148898	4300973	69.94705393	4016	1
OX1902E4	positive	OX1902	remission	batch3	3487120	2493790	71.51431554	3910	1
OX1902E7	negative	OX1902	remission	batch3	12085495	9111582	75.39270837	3428	1
OX1902F1	negative	OX1902	remission	batch3	10366298	4306078	41.53920715	1577	1
OX1902F2	negative	OX1902	remission	batch3	5484054	3866829	70.51041073	3257	1
OX1902F4	positive	OX1902	remission	batch3	5074743	4049576	79.79864202	4464	1
OX1902G1	positive	OX1902	remission	batch3	6013878	2854234	47.46078986	3093	1
OX1902G2	positive	OX1902	remission	batch3	8387557	6235598	74.34343516	3494	1
OX1902G3	positive	OX1902	remission	batch3	8652868	5990410	69.23034074	2591	1
OX1902G4	positive	OX1902	remission	batch3	407290	292440	71.80141914	4551	1
OX1902G5	negative	OX1902	remission	batch3	8676104	4179086	48.16777208	2871	1
OX1902G6	positive	OX1902	remission	batch3	7763764	4447616	57.2868521	3261	1
OX1902G8	negative	OX1902	remission	batch3	8142918	2872598	35.27725565	2669	1
OX1902H1	positive	OX1902	remission	batch3	1170754	961609	82.13587141	4476	1
OX1902H11	negative	OX1902	remission	batch3	5958725	3152693	52.90885215	2873	1
OX1902H2	positive	OX1902	remission	batch3	2176631	1687636	77.53431794	4078	1
OX1902H3	positive	OX1902	remission	batch3	6534622	3543538	54.22713051	2010	1
OX1902H4	negative	OX1902	remission	batch3	5618804	4277480	76.12794467	3032	1
OX1902H6	positive	OX1902	remission	batch3	753318	576681	76.55213336	4300	1
OX664A3	positive	OX664	diagnosis	batch1	3641327	2955661	81.16988669	4610	1
OX664A4	positive	OX664	diagnosis	batch1	701150	411577	58.70027811	5728	1
OX664A5	positive	OX664	diagnosis	batch1	2316990	1483792	64.03963763	5745	0
OX664A5_merged	positive	OX664	diagnosis	batch2	7720719	5010413	64.89567876	5486	1
OX664A5_reseq	positive	OX664	diagnosis	batch2	5403729	3525638	65.24453761	5410	0
OX664A6	positive	OX664	diagnosis	batch1	1928264	1196503	62.05078765	4226	1
OX664A7	positive	OX664	diagnosis	batch1	942573	842850	89.42012979	3924	0
OX664A7_merged	positive	OX664	diagnosis	batch2	4242996	3827279	90.20227688	3494	1
OX664A7_reseq	positive	OX664	diagnosis	batch2	3300423	2983853	90.40819919	3451	0
OX664A8	positive	OX664	diagnosis	batch1	4203808	3085136	73.38907962	3776	1
OX664B2	positive	OX664	diagnosis	batch1	3627578	2442910	67.3427284	5002	1
OX664B4	positive	OX664	diagnosis	batch1	7232284	6150033	85.03583377	5280	1
OX664B5	positive	OX664	diagnosis	batch1	6758452	4063285	60.12153375	4728	1
OX664B7	positive	OX664	diagnosis	batch1	3561945	2214627	62.17465458	3473	1
OX664B8	positive	OX664	diagnosis	batch1	1589757	1389624	87.4110949	3208	0
OX664B8_merged	positive	OX664	diagnosis	batch2	5336544	4690810	87.89977184	2924	1
OX664B8_reseq	positive	OX664	diagnosis	batch2	3746787	3300406	88.08629901	2853	0
OX664C3	positive	OX664	diagnosis	batch1	3712803	2866687	77.2108566	5039	1
OX664C4	negative	OX664	diagnosis	batch1	7615177	4591336	60.29191442	5254	1
OX664C5	positive	OX664	diagnosis	batch1	4330849	3027465	69.9046538	4403	1
OX664C7	positive	OX664	diagnosis	batch1	3719542	3110342	83.62163944	3384	1
OX664C8	negative_low_gapdh	OX664	diagnosis	batch1	3635338	2876795	79.1341823	2713	1
OX664C9	positive	OX664	diagnosis	batch1	3449118	2582143	74.86386375	3333	1
OX664D3	negative	OX664	diagnosis	batch1	4666285	3624005	77.66360177	4689	1
OX664D4	negative	OX664	diagnosis	batch1	8052182	5638611	70.02587622	4527	1
OX664D5	positive	OX664	diagnosis	batch1	7431002	4716571	63.47153453	3621	1
OX664D8	negative_low_gapdh	OX664	diagnosis	batch1	4782491	3978583	83.19060088	2206	1
OX664D9	positive	OX664	diagnosis	batch1	3453854	2660996	77.04425259	2157	1
OX664E4	positive	OX664	diagnosis	batch1	3587812	2483814	69.22921268	4059	1
OX664E5	positive	OX664	diagnosis	batch1	4665394	3795478	81.35385779	4017	1
OX664E7	negative	OX664	diagnosis	batch1	4078711	3500661	85.82763035	3579	1
OX664E8	positive	OX664	diagnosis	batch1	3418326	2593845	75.88056259	3008	1
OX664F3	positive	OX664	diagnosis	batch1	4096269	3217404	78.54474401	4170	1
OX664F4	positive	OX664	diagnosis	batch1	5800864	4388511	75.65271311	3872	1
OX664F5	positive	OX664	diagnosis	batch1	6269263	4057229	64.71620348	4453	1
OX664F7	negative	OX664	diagnosis	batch1	2832038	2425344	85.63952885	3367	1
OX664F8	negative	OX664	diagnosis	batch1	3625905	3259638	89.89860462	3152	1
OX664F9	negative	OX664	diagnosis	batch1	2788851	2117198	75.91649751	2781	1
OX664G2	positive	OX664	diagnosis	batch1	2799509	2230096	79.66025471	5004	1
OX664G3	positive	OX664	diagnosis	batch1	2525801	1928050	76.33420052	4499	0
OX664G3_merged	positive	OX664	diagnosis	batch2	7031582	5425477	77.15869629	4317	1
OX664G3_reseq	positive	OX664	diagnosis	batch2	4505781	3496473	77.59971024	4256	0
OX664G4	positive	OX664	diagnosis	batch1	551875	265319	48.07592299	5534	1
OX664G5	positive	OX664	diagnosis	batch1	8017922	4773570	59.53624892	4052	1
OX664G7	positive	OX664	diagnosis	batch1	2366381	1684549	71.1867193	3611	0
OX664G7_merged	positive	OX664	diagnosis	batch2	9399109	6797415	72.31978052	3308	1
OX664G7_reseq	positive	OX664	diagnosis	batch2	7032728	5111826	72.68624636	3266	0
OX664G8	positive	OX664	diagnosis	batch1	2762486	2048750	74.16327178	3112	1
OX664G9	positive	OX664	diagnosis	batch1	4878033	3441509	70.55116273	3019	1
OX664H2	positive	OX664	diagnosis	batch1	956124	739201	77.31225239	4834	0
OX664H2_merged	positive	OX664	diagnosis	batch2	2205852	1716541	77.8175961	4827	1
OX664H2_reseq	positive	OX664	diagnosis	batch2	1249728	977207	78.19357492	4817	0
OX664H3	positive	OX664	diagnosis	batch1	2992461	2278703	76.14812691	4975	1
OX664H4	positive	OX664	diagnosis	batch1	2585928	2017573	78.02123648	6695	1
OX664H5	positive	OX664	diagnosis	batch1	4853750	3746927	77.19653876	3734	1
OX664H7	positive	OX664	diagnosis	batch1	2241557	1307430	58.32686833	3377	0
OX664H7_merged	positive	OX664	diagnosis	batch2	4203460	2503716	59.56321697	3412	1
OX664H7_reseq	positive	OX664	diagnosis	batch2	1961903	1194862	60.90321489	3511	0
OX664H8	positive	OX664	diagnosis	batch1	3169102	2654005	83.74627891	2788	1
OX714A1	positive	OX714	diagnosis	batch2	4091410	3493245	85.37997903	4354	1
OX714A12	negative	OX714	diagnosis	batch1	179974	13867	7.705001834	1085	0
OX714A2	negative	OX714	diagnosis	batch2	839848	545788	64.98652137	3776	1
OX714A3	positive	OX714	diagnosis	batch2	2584862	2100956	81.2792327	5304	1
OX714A4	positive	OX714	diagnosis	batch2	712028	549176	77.12842753	4806	1
OX714A5	negative	OX714	diagnosis	batch2	2963178	1971011	66.51679379	4542	1
OX714A6	negative	OX714	diagnosis	batch2	1473652	985693	66.88777269	4145	1
OX714A7	positive	OX714	diagnosis	batch1	1702867	623200	36.59710359	4511	1
OX714A8	negative	OX714	diagnosis	batch1	2601393	1115966	42.89878538	3361	0
OX714A8_merged	negative	OX714	diagnosis	batch2	6722273	2954476	43.95055065	3332	1
OX714A8_reseq	negative	OX714	diagnosis	batch2	4120880	1837745	44.59593582	3314	0
OX714B1	negative	OX714	diagnosis	batch2	4339125	3726308	85.87694524	4152	1
OX714B2	positive	OX714	diagnosis	batch2	3501964	3022477	86.30805457	4165	1
OX714B3	negative	OX714	diagnosis	batch2	2485327	2048015	82.40424701	5240	1
OX714B4	negative	OX714	diagnosis	batch2	3255810	2597851	79.79123475	3572	1
OX714B5	negative	OX714	diagnosis	batch2	5362675	4480585	83.55130602	3336	1
OX714B6	negative	OX714	diagnosis	batch2	3349186	2921913	87.2424822	3490	1
OX714B8	positive	OX714	diagnosis	batch1	2038635	1237615	60.70802277	3896	1
OX714B9	positive	OX714	diagnosis	batch1	4411782	2714785	61.53488545	4020	1
OX714C11	negative	OX714	diagnosis	batch1	2739718	1428022	52.12295572	2800	0
OX714C11_merged	negative	OX714	diagnosis	batch2	7333352	3924221	53.51196833	2729	1
OX714C11_reseq	negative	OX714	diagnosis	batch2	4593634	2495790	54.33149441	2697	0
OX714C3	negative	OX714	diagnosis	batch2	4220687	3343733	79.22248203	3820	1
OX714C4	negative	OX714	diagnosis	batch2	2484222	2164956	87.14825004	4762	1
OX714C6	negative	OX714	diagnosis	batch2	4609427	2427724	52.66867227	1717	1
OX714C7	negative	OX714	diagnosis	batch1	4028232	2301411	57.13203708	3164	1
OX714C8	positive	OX714	diagnosis	batch1	3831625	2508220	65.46099892	3598	1
OX714C9	negative	OX714	diagnosis	batch1	3716127	2459566	66.18627404	3836	1
OX714D1	negative	OX714	diagnosis	batch2	6215119	4169565	67.08745239	3096	1
OX714D2	negative_low_gapdh	OX714	diagnosis	batch2	4723067	3115913	65.97223795	3483	1
OX714D3	negative	OX714	diagnosis	batch2	3067950	2016459	65.72659268	3467	1
OX714D4	negative	OX714	diagnosis	batch2	4593870	3499182	76.17067962	3427	1
OX714D5	negative	OX714	diagnosis	batch2	4760403	3898555	81.89548238	3785	1
OX714D6	negative	OX714	diagnosis	batch2	4864160	4304580	88.4958554	4201	1
OX714D7	negative	OX714	diagnosis	batch1	5070983	2340254	46.14990821	3397	1
OX714D9	positive	OX714	diagnosis	batch1	4659541	3477900	74.64039913	5095	1
OX714E10	negative	OX714	diagnosis	batch1	4631879	2236782	48.29102833	2622	1
OX714E2	negative	OX714	diagnosis	batch2	3574012	2838654	79.42485923	3330	1
OX714E3	negative	OX714	diagnosis	batch2	3642015	2667991	73.25590367	3395	1
OX714E4	negative	OX714	diagnosis	batch2	3878067	3370385	86.90889043	3794	1
OX714E5	positive	OX714	diagnosis	batch2	3447484	2965113	86.00802788	4082	1
OX714E6	negative	OX714	diagnosis	batch2	5855358	5007512	85.52016802	2705	1
OX714E8	negative	OX714	diagnosis	batch1	6152222	1754758	28.52234526	3624	0
OX714E8_merged	negative	OX714	diagnosis	batch2	13988771	3974483	28.4119527	3534	1
OX714E8_reseq	negative	OX714	diagnosis	batch2	7836549	2219149	28.31793689	3450	0
OX714E9	positive	OX714	diagnosis	batch1	5459464	2524977	46.24954025	5474	1
OX714F11	negative	OX714	diagnosis	batch1	5231244	2847822	54.43871477	2888	1
OX714F3	negative	OX714	diagnosis	batch2	5204902	3934430	75.59085647	3307	1
OX714F4	negative	OX714	diagnosis	batch2	4822758	3958390	82.07730929	3454	1
OX714F5	positive	OX714	diagnosis	batch2	6041430	4842417	80.15349015	4800	1
OX714F6	negative	OX714	diagnosis	batch2	5654826	4962805	87.76229366	2734	1
OX714F8	positive	OX714	diagnosis	batch1	3942823	2008207	50.93322728	3618	1
OX714F9	positive	OX714	diagnosis	batch1	5049948	2579833	51.08632802	3714	1
OX714G1	negative	OX714	diagnosis	batch2	2979884	2201411	73.87572805	3516	1
OX714G11	negative_low_gapdh	OX714	diagnosis	batch1	3370674	1186130	35.18969797	2775	0
OX714G11_merged	negative_low_gapdh	OX714	diagnosis	batch2	7927731	2865891	36.15020489	2810	1
OX714G11_reseq	negative_low_gapdh	OX714	diagnosis	batch2	4557057	1678861	36.84090412	2868	0
OX714G2	negative_low_gapdh	OX714	diagnosis	batch2	4334167	3201688	73.87089607	3287	1
OX714G3	negative	OX714	diagnosis	batch2	3983537	3125076	78.44977968	3384	1
OX714G4	negative	OX714	diagnosis	batch2	537651	452242	84.11441623	4881	1
OX714G5	negative	OX714	diagnosis	batch2	3808147	2818384	74.0093279	3540	1
OX714G6	negative	OX714	diagnosis	batch2	3015753	2455863	81.43448751	3838	1
OX714G7	negative	OX714	diagnosis	batch1	4138666	1300187	31.4156059	3304	1
OX714H1	negative_low_gapdh	OX714	diagnosis	batch2	2792489	1672704	59.90011062	3030	1
OX714H2	negative	OX714	diagnosis	batch2	2063559	1621858	78.59518434	6290	1
OX714H3	negative	OX714	diagnosis	batch2	4217243	3213878	76.20803449	3390	1
OX714H4	negative_low_gapdh	OX714	diagnosis	batch2	4153246	2583384	62.20156475	3828	1
OX714H5	positive	OX714	diagnosis	batch2	3889651	3201271	82.30226825	4199	1
OX714H6	negative	OX714	diagnosis	batch2	1466183	1320590	90.06992988	4279	1
OX714H7	negative	OX714	diagnosis	batch1	5371405	2855518	53.16147265	2594	1
OX714H9	positive	OX714	diagnosis	batch1	5998734	2837132	47.29551269	4588	1
OX753A10	negative	OX753	remission	batch3	1466802	1261301	85.98986094	3955	1
OX753A11	negative	OX753	remission	batch3	6155667	5413244	87.93919489	3399	1
OX753A12	negative	OX753	remission	batch3	659355	613130	92.98936081	3881	1
OX753A7	negative	OX753	remission	batch3	8126	7014	86.3155304	1444	0
OX753A8	negative	OX753	remission	batch3	2349823	2093890	89.1084137	4399	1
OX753A9	negative	OX753	remission	batch3	3732076	2922295	78.30212997	4621	1
OX753B11	negative	OX753	remission	batch3	3300096	2694445	81.64747329	5118	1
OX753B12	negative	OX753	remission	batch3	2956991	2715281	91.82581212	4476	1
OX753B7	negative	OX753	remission	batch3	2885536	2453342	85.02205483	5520	1
OX753C11	negative	OX753	remission	batch3	7530015	6341695	84.21888934	3693	1
OX753C12	negative	OX753	remission	batch3	3919406	3619870	92.35761746	3347	1
OX753D11	negative	OX753	remission	batch3	4750060	4402624	92.68565029	3816	1
OX753D12	negative	OX753	remission	batch3	8360141	7679920	91.8635224	2763	1
OX753D9	negative	OX753	remission	batch3	5642982	5143436	91.14748195	4566	1
OX753E10	negative	OX753	remission	batch3	6279255	5533248	88.11949825	4696	1
OX753E11	negative	OX753	remission	batch3	7510781	6621560	88.16073854	3708	1
OX753E12	negative	OX753	remission	batch3	5665736	5225211	92.22475244	2702	1
OX753E7	negative	OX753	remission	batch3	5273177	4428165	83.97527714	3317	1
OX753E8	negative	OX753	remission	batch3	4580737	4282559	93.49061079	3906	1
OX753E9	negative	OX753	remission	batch3	7481654	6648263	88.86087221	4251	1
OX753F10	negative	OX753	remission	batch3	5049273	4363124	86.4109348	4462	1
OX753F11	negative	OX753	remission	batch3	7685471	7224219	93.99838995	3006	1
OX753F12	negative	OX753	remission	batch3	9915747	9304107	93.83162963	2237	1
OX753F8	negative	OX753	remission	batch3	5997939	4736550	78.96962607	4241	1
OX753G10	negative	OX753	remission	batch3	6199598	5135799	82.84083904	3521	1
OX753G11	negative	OX753	remission	batch3	7578652	6768659	89.31217583	3617	1
OX753G12	negative	OX753	remission	batch3	6417638	5973919	93.08594533	2855	1
OX753G7	negative	OX753	remission	batch3	4148263	3793724	91.45331431	5056	1
OX753G8	negative	OX753	remission	batch3	8088187	6871589	84.95833491	3061	1
OX753G9	positive	OX753	remission	batch3	8207928	6978502	85.02148167	3181	1
OX753H10	negative	OX753	remission	batch3	2137842	1909537	89.320773	3912	1
OX753H11	negative	OX753	remission	batch3	5318772	4879260	91.73658882	2247	1
OX753H7	negative	OX753	remission	batch3	4011640	3716931	92.65365287	4282	1
OX753H9	negative	OX753	remission	batch3	6871476	6310571	91.83719771	3165	1
OX824A1	negative	OX824	diagnosis	batch1	554588	389164	70.17173109	6000	1
OX824A10	negative	OX824	diagnosis	batch2	2175616	1889809	86.86316887	3818	1
OX824A11	negative	OX824	diagnosis	batch2	3876496	3186020	82.18814104	3475	1
OX824A12	negative	OX824	diagnosis	batch2	2689346	2338708	86.96196027	4650	1
