gene	meanA	meanB	log2fc	nCellA	nCellB	expCellA	expCellB	expFractionCellA	expFractionCellB	chisq.test.p	fisher.test.p	wilcox	fisher	p.adjust	chromosome	strand	start	end	length	tss	chromosome	start	end	peak_loc	chip_count_dup	contr_count_dup	chip_count	contr_count	adj.pvalueNtags	foldChangeNtags	Distance_From_Nearest_TSS
NXT2	3.86304733254774	0.421131416523021	-3.44191591602472	8	124	4	10	0.5	0.0806451612903226	0.00168263057917046	0.00447319368009942	6.17414350252146e-05	4.44713028618053e-06	0.000381807252726382	chrX	+	108779009	108787927	8918	108779009	chrX	109333338	109333518	109333424	66	3	37	3	1.68058721943779e-09	9.5	554415
USP21	2.84755101095328	0.354486334510539	-2.49306467644274	8	124	4	9	0.5	0.0725806451612903	0.000899412695045299	0.00328133030282274	8.86659370973141e-05	4.66966379008216e-06	0.00039868551736657	chr1	+	161129253	161135516	6263	161129253	chr1	161155114	161155451	161155257	66	0	33	0	0	34	26004
GATB	5.17874688992028	0.749690793280495	-4.42905609663979	8	124	5	17	0.625	0.137096774193548	0.001938098100522	0.00333970540908076	0.00011833956700663	6.22226339278623e-06	0.000525405185826037	chr4	-	152591808	152682175	90367	152682175	chr4	152020426	152020935	152020810	116	4	58	4	2.48988635961772e-14	11.8	661365
CPNE8	2.34567024925706	0.0460686664744697	-2.29960158278259	8	124	3	5	0.375	0.0403225806451613	0.00206477608753494	0.00721328979895485	6.62045514493728e-05	7.42813585244838e-06	0.000620410824893624	chr12	-	39046001	39299420	253419	39299420	chr12	39298709	39298952	39298772	42	3	25	3	2.34215388416291e-06	6.5	648
AREG	2.54299784706611	0.191411581491247	-2.35158626557487	8	124	3	5	0.375	0.0403225806451613	0.00206477608753494	0.00721328979895485	8.03319715348755e-05	8.901151378878e-06	0.000737218442866139	chr4	+	75310814	75320726	9912	75310814	chr4	75195990	75196438	75196296	60	3	27	2	1.10412830386588e-07	9.33333333333333	-114518
JUN	3.05225770511862	0.955147969436818	-2.09710973568181	8	124	7	34	0.875	0.274193548387097	0.00155002716984183	0.00116291173764989	0.000517099953876294	9.21502050739339e-06	0.00075730713988033	chr1	-	59246462	59249785	3323	59249785	chr1	59221143	59221667	59221442	62	3	34	3	1.06660570133125e-08	8.75	28343
ARHGAP5	2.4794859944368	0.342702035505718	-2.13678395893108	8	124	4	10	0.5	0.0806451612903226	0.00168263057917046	0.00447319368009942	0.000139098010892338	9.51361703069601e-06	0.000777687587913491	chr14	+	32546494	32628934	82440	32546494	chr14	32652951	32653211	32653087	95	5	47	5	1.49335194701218e-10	8	106593
MPL	6.55815411086838	0.843242783178833	-5.71491132768954	8	124	8	75	1	0.604838709677419	0.062221857448671	0.0255368381837739	2.61040689194092e-05	1.01465878182354e-05	0.000825041066617151	chr1	+	43803474	43820135	16661	43803474	chr1	43637863	43638107	43637975	44	2	22	2	2.42029515028348e-06	7.66666666666667	-165499
DNTT	1.3989402025059	9.94887642986739	8.5499362273615	8	124	7	123	0.875	0.991935483870968	0.257998253919509	0.117973629424011	5.89693008737071e-06	1.05593244807326e-05	0.000849610987538738	chr10	+	98064084	98098321	34237	98064084	chr10	97889597	97890257	97889748	111	5	55	4	1.66500054868344e-13	11.2	-174336
SELL	8.90151133441464	2.6438079015989	-6.25770343281574	8	124	8	69	1	0.556451612903226	0.0360459208973325	0.0205738764195259	3.41510606550293e-05	1.06576518512021e-05	0.000853056216923302	chr1	-	169659805	169680843	21038	169680843	chr1	169681224	169681544	169681375	53	4	31	2	8.72055680936387e-09	10.6666666666667	-532
RPA2	6.30494047238754	1.88050001385075	-4.42444045853679	8	124	7	40	0.875	0.32258064516129	0.00540648792189908	0.00307384837318119	0.000264191473481418	1.22004830214787e-05	0.000971487166186964	chr1	-	28218035	28241308	23273	28241308	chr1	28241117	28241486	28241244	54	0	28	0	0	29	64
BEX4	5.77708404047247	1.07995459863074	-4.69712944184173	8	124	6	30	0.75	0.241935483870968	0.00657164565849107	0.00527505292157071	0.000176390523616543	1.38524337732785e-05	0.00109171385757818	chrX	+	102470019	102472128	2109	102470019	chrX	103401383	103401831	103401598	60	2	34	2	1.27652205410011e-09	11.6666666666667	931579
CACNA1C-AS2	3.06008248770472	0.30621631899718	-2.75386616870754	8	124	3	5	0.375	0.0403225806451613	0.00206477608753494	0.00721328979895485	0.000141779923936815	1.51288625031542e-05	0.00118597579972646	chr12	-	2777665	2781386	3721	2781386	chr12	2725871	2726439	2726064	120	3	56	3	9.2780777603613e-15	14.25	55322
SPINT2	8.07585856523349	2.91773832256463	-5.15812024266886	8	124	8	55	1	0.443548387096774	0.00716906464873659	0.00210321501725014	0.000488805953305513	1.52028391818137e-05	0.00118597579972646	chr19	+	38755097	38783254	28157	38755097	chr19	38807815	38808052	38807916	109	5	48	4	1.31925820515796e-11	9.8	52819
TMEM9	4.50160107643879	0.900483624253962	-3.60111745218483	8	124	5	17	0.625	0.137096774193548	0.001938098100522	0.00333970540908076	0.000336989941846368	1.654106806044e-05	0.00127101566976421	chr1	-	201103898	201140710	36812	201140710	chr1	200989055	200989455	200989285	55	0	26	0	0	27	151425
NPR3	3.60840686342533	0.690838592082776	-2.91756827134256	8	124	5	18	0.625	0.145161290322581	0.00281713264652749	0.00417366517051514	0.000285041557433043	1.74189243635747e-05	0.00133181109263391	chr5	+	32710742	32791830	81088	32710742	chr5	32726235	32726632	32726519	68	5	32	3	3.60689351475044e-08	8.25	15777
ALDOC	2.99193176031654	0.300787852033656	-2.69114390828289	8	124	3	5	0.375	0.0403225806451613	0.00206477608753494	0.00721328979895485	0.000170647953267777	1.79811488434615e-05	0.00136125268682914	chr17	-	26900132	26903951	3819	26903951	chr17	26941198	26941471	26941325	46	3	25	3	2.34215388416291e-06	6.5	-37374
AMICA1	3.93385585405375	0.310150725276869	-3.62370512877688	8	124	4	11	0.5	0.0887096774193548	0.00290175051360346	0.00593868978960138	0.000219832471153697	1.89938491924317e-05	0.00143086997249652	chr11	-	118064441	118095809	31368	118095809	chr11	118099206	118099434	118099322	48	3	20	3	4.03574153678476e-05	5.25	-3513
ACAA2	5.95990796966882	1.7578581529683	-4.20204981670051	8	124	7	38	0.875	0.306451612903226	0.00369231648695394	0.00226107471298912	0.00061220463796601	2.0058140712871e-05	0.00150367564134343	chr18	-	47309873	47340251	30378	47340251	chr18	47018689	47019024	47018918	68	4	34	4	6.17987381836453e-08	7	321333
CCDC14	5.16113218064952	1.3073616094091	-3.85377057124042	8	124	6	29	0.75	0.233870967741935	0.00523514280502283	0.00447114898508611	0.000313339120337315	2.0283942150353e-05	0.00151322147071177	chr3	-	123632273	123680255	47982	123680255	chr3	123330034	123330240	123330137	33	1	22	1	2.4052064546023e-07	11.5	350118
SULT1A1	4.97210979377963	1.17977045638512	-3.79233933739451	8	124	6	32	0.75	0.258064516129032	0.0100050135841524	0.00722386526012725	0.000201869851547661	2.10550236033554e-05	0.00156315750114186	chr16	-	28616907	28634907	18000	28634907	chr16	28660522	28660751	28660647	26	3	22	3	1.29308761937627e-05	5.75	-25740
ASL	3.44989174678076	0.694970579724335	-2.75492116705643	8	124	5	18	0.625	0.145161290322581	0.00281713264652749	0.00417366517051514	0.000355868026864153	2.14175191754352e-05	0.00158242516676966	chr7	+	65540775	65558329	17554	65540775	chr7	66119134	66119563	66119419	54	1	27	1	8.72055680936387e-09	14	578644
CCDC53	7.11718525791999	2.04613638162924	-5.07104887629076	8	124	7	44	0.875	0.354838709677419	0.0106501975004508	0.00543850156058724	0.000274841677256985	2.15443462596536e-05	0.00158417948956152	chr12	-	102406617	102455902	49285	102455902	chr12	102270895	102271236	102271057	48	4	26	4	5.74888223089608e-06	5.4	184845
DDIT4	0	3.98060503634944	3.98060503634944	8	124	0	77	0	0.620967741935484	0.00204956506578558	0.00066121184079755	0.00232857896645182	2.21467118446882e-05	0.0016207174649008	chr10	+	74033676	74035797	2121	74033676	chr10	74016783	74017127	74016975	123	1	52	1	3.70301450680436e-16	26.5	-16701
BIRC2	4.39115339819661	1.14883882826984	-3.24231456992677	8	124	6	26	0.75	0.209677419354839	0.00243925241802532	0.00262447657725205	0.000723280765176582	2.69066746284787e-05	0.00193225128827318	chr11	+	102217912	102249401	31489	102217912	chr11	102217523	102218174	102217868	119	2	59	2	8.81279522536276e-17	20	-44
HIBCH	3.84842224929695	0.862990849592694	-2.98543139970426	8	124	5	18	0.625	0.145161290322581	0.00281713264652749	0.00417366517051514	0.00046756679889925	2.76072688717523e-05	0.00196420605565319	chr2	-	191069359	191184771	115412	191184771	chr2	191184513	191184886	191184653	75	4	39	4	3.18194631173489e-09	8	118
PAXIP1	2.81420242476374	0.290087556110711	-2.52411486865303	8	124	4	12	0.5	0.0967741935483871	0.00468310368062605	0.00770793188761126	0.000253071705297902	2.75966486634262e-05	0.00196420605565319	chr7	-	154735399	154794682	59283	154794682	chr7	154997218	154997591	154997399	91	3	45	3	1.09771379177847e-11	11.5	-202717
GOLGA8B	5.69227623925803	1.81599756139269	-3.87627867786534	8	124	8	59	1	0.475806451612903	0.0120890935765305	0.00628306715763784	0.000314894415224652	2.79625161901773e-05	0.00198031312815965	chr15	-	34817483	34875771	58288	34875771	chr15	34889618	34889868	34889753	48	2	21	2	4.4449535360059e-06	7.33333333333333	-13982
CTSW	4.51349488135782	0.896917137588927	-3.6165777437689	8	124	5	18	0.625	0.145161290322581	0.00281713264652749	0.00417366517051514	0.000493513151719644	2.90280174953514e-05	0.00204634207737872	chr11	+	65647283	65651212	3929	65647283	chr11	65655846	65656223	65656011	76	2	41	2	1.3537451458901e-11	14	8728
CPVL	4.24735812762072	0.337136129242343	-3.91022199837838	8	124	4	12	0.5	0.0967741935483871	0.00468310368062605	0.00770793188761126	0.000270204855662681	2.93285292639451e-05	0.00205405904918286	chr7	-	29035246	29186153	150907	29186153	chr7	29234277	29234591	29234356	34	0	22	0	0	23	-48203
PHF6	3.01675754643733	0.498474596320336	-2.51828295011699	8	124	4	11	0.5	0.0887096774193548	0.00290175051360346	0.00593868978960138	0.000351685593936765	2.94048015890311e-05	0.00205405904918286	chrX	+	133507341	133562822	55481	133507341	chrX	133756174	133756525	133756364	62	1	39	1	2.68027854365507e-12	20	249023
TPX2	2.34943495988264	0.168211739756057	-2.18122322012659	8	124	3	6	0.375	0.0483870967741935	0.0046746871652948	0.010498803559065	0.000235321193388351	3.43685225254441e-05	0.00237916871248209	chr20	+	30326903	30389603	62700	30326903	chr20	30311338	30311837	30311711	66	2	29	2	3.14101035869384e-08	10	-15192
ALKBH2	2.84335268645003	0.289651112565546	-2.55370157388448	8	124	3	6	0.375	0.0483870967741935	0.0046746871652948	0.010498803559065	0.000423573064867355	5.9248758097958e-05	0.00238295819522599	chr12	-	109525992	109531293	5301	109531293	chr12	109531183	109531420	109531312	46	1	25	1	3.31069232860754e-08	13	-19
ATF1	2.59837771523383	0.448205759731681	-2.15017195550215	8	124	4	11	0.5	0.0887096774193548	0.00290175051360346	0.00593868978960138	0.00045714812051088	3.75106078897519e-05	0.00238295819522599	chr12	+	51157788	51214943	57155	51157788	chr12	51318152	51318441	51318302	49	3	22	3	1.29308761937627e-05	5.75	160514
C15orf41	2.07577997960956	0.0477557125146951	-2.02802426709487	8	124	2	2	0.25	0.0161290322580645	0.00744818166981699	0.018252580013631	0.000160950287568302	4.03585194619856e-05	0.00238295819522599	chr15	+	36871803	37102461	230658	36871803	chr15	38361351	38361580	38361472	60	1	27	1	8.72055680936387e-09	14	1489669
CBY1	3.45641254074663	0.591673698413467	-2.86473884233316	8	124	4	11	0.5	0.0887096774193548	0.00290175051360346	0.00593868978960138	0.000487781878142869	3.98363271829376e-05	0.00238295819522599	chr22	+	39052657	39069855	17198	39052657	chr22	39077820	39078031	39077943	64	5	28	5	6.90673542617981e-06	4.83333333333333	25286
CD164	8.83743134951003	3.48531978469873	-5.3521115648113	8	124	8	79	1	0.637096774193548	0.0865274507962686	0.0505414242246303	8.61214024053256e-05	5.80855169980085e-05	0.00238295819522599	chr6	-	109687716	109703762	16046	109703762	chr6	109703639	109704218	109703846	111	5	50	5	2.46356595077405e-11	8.5	-84
CD79B	0.218748928178657	5.32397926133647	5.10523033315781	8	124	2	98	0.25	0.790322580645161	0.00243925241802532	0.00262447657725205	0.00103698961929592	3.75963962683918e-05	0.00238295819522599	chr17	-	62006097	62009704	3607	62009704	chr17	62062451	62062777	62062602	42	1	23	1	1.24095477630434e-07	12	-52898
CYSTM1	2.10543085207526	0.0685673406262056	-2.03686351144906	8	124	2	2	0.25	0.0161290322580645	0.00744818166981699	0.018252580013631	0.000182983185992666	4.54547940264782e-05	0.00238295819522599	chr5	+	139554652	139623374	68722	139554652	chr5	139631102	139631366	139631226	54	1	26	1	1.70231867763662e-08	13.5	76574
DDX59	3.60421232915827	0.6605236475639	-2.94368868159437	8	124	4	12	0.5	0.0967741935483871	0.00468310368062605	0.00770793188761126	0.000617972902035565	6.31354072538158e-05	0.00238295819522599	chr1	-	200613164	200639126	25962	200639126	chr1	200638875	200639109	200638993	41	2	22	2	2.42029515028348e-06	7.66666666666667	133
FBXW7	2.37196866702882	6.86415856963908	4.49218990261027	8	124	4	114	0.5	0.919354838709677	0.00168263057917046	0.00447319368009942	0.000823767979112425	4.97873395729576e-05	0.00238295819522599	chr4	-	153242409	153456185	213776	153456185	chr4	153457177	153457547	153457397	146	4	66	4	1.49606003681766e-16	13.4	-1212
G3BP1	6.2430706448976	2.14428344783155	-4.09878719706605	8	124	7	45	0.875	0.362903225806452	0.0124260469866123	0.00622091925459594	0.000630851697415629	5.27774614633673e-05	0.00238295819522599	chr5	+	151151475	151184915	33440	151151475	chr5	150827049	150827357	150827312	44	2	21	2	4.4449535360059e-06	7.33333333333333	-324163
HSD17B4	3.03023301537689	0.812827985157393	-2.2174050302195	8	124	5	18	0.625	0.145161290322581	0.00281713264652749	0.00417366517051514	0.000679580024101997	3.9064892993166e-05	0.00238295819522599	chr5	+	118788137	118878030	89893	118788137	chr5	118774357	118774619	118774510	44	2	21	2	4.4449535360059e-06	7.33333333333333	-13627
LACTB2	2.55897467640769	0.275525547185076	-2.28344912922262	8	124	3	6	0.375	0.0483870967741935	0.0046746871652948	0.010498803559065	0.000389985175479438	5.48888014851015e-05	0.00238295819522599	chr8	-	71549500	71581447	31947	71581447	chr8	71314346	71315095	71314679	128	1	63	1	1.90299977634707e-19	32	266768
LOC100131289	2.55556303458467	0.181184817937432	-2.37437821664724	8	124	3	6	0.375	0.0483870967741935	0.0046746871652948	0.010498803559065	0.000278979798985494	4.02463634339728e-05	0.00238295819522599	chr6	+	27729522	27730966	1444	27729522	chr6	27721919	27722112	27722009	32	3	20	3	4.03574153678476e-05	5.25	-7513
LPAR6	1.52509735801983	7.0859098477557	5.56081248973587	8	124	4	112	0.5	0.903225806451613	0.00468310368062605	0.00770793188761126	0.000621556644459339	6.34738383071941e-05	0.00238295819522599	chr13	-	48985181	49018840	33659	49018840	chr13	48975792	48975975	48975871	37	3	22	2	2.42029515028348e-06	7.66666666666667	42969
NME7	3.83638574305463	1.05466927948037	-2.78171646357425	8	124	6	28	0.75	0.225806451612903	0.00411737933861266	0.00376758193089962	0.000863950786068027	4.43830288703637e-05	0.00238295819522599	chr1	-	169101767	169337201	235434	169337201	chr1	169337103	169337569	169337445	80	0	37	0	0	38	-244
RAMP1	2.66376896954525	0.292144625211237	-2.37162434433402	8	124	3	6	0.375	0.0483870967741935	0.0046746871652948	0.010498803559065	0.000389985175479438	5.48888014851015e-05	0.00238295819522599	chr2	+	238768186	238820755	52569	238768186	chr2	238603817	238604156	238604041	60	0	28	0	0	29	-164145
ST7	2.02192365584492	0.00405198012226707	-2.01787167572266	8	124	2	2	0.25	0.0161290322580645	0.00744818166981699	0.018252580013631	0.000160950287568302	4.03585194619856e-05	0.00238295819522599	chr7	+	116593380	116870075	276695	116593380	chr7	115995309	115995606	115995503	38	5	20	3	4.03574153678476e-05	5.25	-597877
ZFX	3.616916165321	1.05869326533846	-2.55822289998254	8	124	7	43	0.875	0.346774193548387	0.00907584706440173	0.00473950340013095	0.000994104883635871	6.25012017420329e-05	0.00238295819522599	chrX	+	24167761	24234372	66611	24167761	chrX	24498027	24498412	24498275	42	1	24	1	6.42123378303763e-08	12.5	330514
LRRC8D	3.27294351584346	0.570601481645708	-2.70234203419775	8	124	4	12	0.5	0.0967741935483871	0.00468310368062605	0.00770793188761126	0.000743188035895555	7.48711297313111e-05	0.00238717743093525	chr1	+	90286572	90401989	115417	90286572	chr1	90265107	90265392	90265179	46	3	20	3	4.03574153678476e-05	5.25	-21393
FAM117A	3.74054842056882	0.893632111410822	-2.846916309158	8	124	5	20	0.625	0.161290322580645	0.00545513293452788	0.00630077934071485	0.000922618467136471	7.58937166966339e-05	0.00241477150764776	chr17	-	47787686	47841518	53832	47841518	chr17	47865380	47866061	47865655	84	7	53	6	2.23493053797228e-11	7.71428571428571	-24137
ZCCHC7	1.54828434008023	5.41964162386518	3.87135728378494	8	124	2	101	0.25	0.814516129032258	0.000976666715863509	0.001444720757282	0.00474843378866197	8.84259619579705e-05	0.0027961526406792	chr9	+	37120468	37358145	237677	37120468	chr9	37120401	37120811	37120540	66	2	38	2	9.58871148775426e-11	13	72
TMEM42	4.63945264611853	0.987885340289446	-3.65156730582908	8	124	5	20	0.625	0.161290322580645	0.00545513293452788	0.00630077934071485	0.00118125226293024	9.53294594640757e-05	0.00300826105347827	chr3	+	44903407	44907154	3747	44903407	chr3	45053326	45053635	45053511	59	2	27	2	1.10412830386588e-07	9.33333333333333	150104
GSTM5	3.63848703180547	0.61560489463245	-3.02288213717303	8	124	5	21	0.625	0.169354838709677	0.00731563711015498	0.00762608411965547	0.00102892961964375	0.00010008797952543	0.00314550525428795	chr1	+	110254863	110260890	6027	110254863	chr1	110333348	110333711	110333576	65	2	36	2	3.50457172796219e-10	12.3333333333333	78713
S100A16	1.59254101005772	7.24191580063288	5.64937479057516	8	124	4	112	0.5	0.903225806451613	0.00468310368062605	0.00770793188761126	0.00104231779306742	0.000102288850258428	0.00320811234851332	chr1	-	153579366	153585514	6148	153585514	chr1	153571405	153571679	153571554	72	1	41	1	6.86828359613149e-13	21	13960
SENP7	2.7904831189149	0.687537139145183	-2.10294597976971	8	124	5	21	0.625	0.169354838709677	0.00731563711015498	0.00762608411965547	0.00108019769441459	0.000104674466979607	0.00327624686057557	chr3	-	101043032	101232085	189053	101232085	chr3	101231737	101232387	101232229	150	5	85	3	4.37471734016912e-23	21.5	-144
KDELR1	3.32697595555491	0.706173781008079	-2.62080217454683	8	124	5	22	0.625	0.17741935483871	0.00960646944926009	0.00914802502789001	0.000984009094658188	0.000113584787448926	0.00354071199495963	chr19	-	48885826	48894810	8984	48894810	chr19	48948929	48949226	48949076	96	5	36	5	8.90235978955521e-08	6.16666666666667	-54266
MRPL46	4.84261342944124	1.11298224509987	-3.72963118434137	8	124	5	21	0.625	0.169354838709677	0.00731563711015498	0.00762608411965547	0.0012485197305083	0.000119606562868812	0.00372087785054231	chr15	-	89002708	89010633	7925	89010633	chr15	89089516	89090104	89089868	141	2	76	2	9.13982707459758e-22	25.6666666666667	-79235
SMS	5.34980555685266	1.45631384843709	-3.89349170841557	8	124	6	31	0.75	0.25	0.00815274774768986	0.00618916949450881	0.00170752289677769	0.00013165446502636	0.00407095738133823	chrX	+	21958690	22012955	54265	21958690	chrX	21857618	21857811	21857717	36	0	20	0	0	21	-100973
STK17B	3.04195607903481	5.84607236930706	2.80411629027224	8	124	5	121	0.625	0.975806451612903	0.000183090879387615	0.00273515032070144	0.00422024636527786	0.000142780439472861	0.00440612408397377	chr2	-	196998306	197036336	38030	197036336	chr2	197040906	197041173	197041046	40	1	26	1	1.70231867763662e-08	13.5	-4710
FASTKD1	4.23800143064848	0.936453014507505	-3.30154841614098	8	124	5	23	0.625	0.185483870967742	0.012379590839905	0.0108836048462246	0.00118639048304708	0.000158269257829333	0.00484518317593863	chr2	-	170386261	170430431	44170	170430431	chr2	170440738	170440940	170440829	60	2	30	2	1.66734548915194e-08	10.3333333333333	-10398
NET1	5.29307964633143	1.28352544605953	-4.00955420027191	8	124	6	37	0.75	0.298387096774194	0.0242905415704495	0.0146010799222616	0.000915228691221111	0.000163339900735682	0.00499047235488261	chr10	+	5454513	5501019	46506	5454513	chr10	5159221	5159515	5159327	80	3	37	2	1.83390715896669e-10	12.6666666666667	-295186
TMEM45A	2.58207844996948	0.320079339501581	-2.2619991104679	8	124	3	7	0.375	0.0564516129032258	0.00903027326018983	0.0145513187893054	0.000949479487320244	0.000168414662966638	0.00513531059617321	chr3	+	100211462	100296285	84823	100211462	chr3	100008255	100008549	100008432	53	2	24	2	7.16262590329548e-07	8.33333333333333	-203030
SLC29A1	3.16583215633384	0.64503240858477	-2.52079974774908	8	124	4	13	0.5	0.104838709677419	0.00715541016361619	0.00981037342582986	0.0016090272924817	0.000190312823590879	0.00576869324052196	chr6	+	44187241	44201888	14647	44187241	chr6	44232006	44232308	44232154	79	1	42	1	3.47665192301018e-13	21.5	44913
MAP2K2	4.37937754608883	1.35222440365873	-3.02715314243009	8	124	6	32	0.75	0.258064516129032	0.0100050135841524	0.00722386526012725	0.0024893132311286	0.000214460899760054	0.00646242177943628	chr19	-	4090319	4124126	33807	4124126	chr19	4124066	4124275	4124164	32	2	21	2	4.4449535360059e-06	7.33333333333333	-38
ITM2A	5.72266785564425	1.44936330571017	-4.27330454993408	8	124	6	32	0.75	0.258064516129032	0.0100050135841524	0.00722386526012725	0.00258929674444582	0.000222338161101593	0.00667361886681499	chrX	-	78615880	78623049	7169	78623049	chrX	78394426	78394763	78394571	128	3	63	3	9.51901888747595e-17	16	228478
ID2	0.12884889567513	4.12001941288516	3.99117051721003	8	124	1	81	0.125	0.653225806451613	0.00907584706440173	0.00473950340013095	0.00431920285909887	0.000241484846371978	0.0072201150175964	chr2	+	8822112	8824583	2471	8822112	chr2	8726179	8726574	8726306	71	0	33	0	0	34	-95806
PRKRA	4.69099970559425	1.39282649766094	-3.29817320793332	8	124	6	33	0.75	0.266129032258065	0.0121555310117551	0.00838998273163017	0.00251398251953219	0.00024818438639535	0.0073916621126429	chr2	-	179296140	179315958	19818	179315958	chr2	179345103	179345396	179345244	39	1	20	1	8.94584036877455e-07	10.5	-29286
KANSL2	3.24425045739244	0.726244763699722	-2.51800569369272	8	124	4	14	0.5	0.112903225806452	0.0104442249667835	0.0122745393777668	0.00220192036055384	0.000311321078604162	0.00916548340227732	chr12	-	49046994	49076035	29041	49076035	chr12	49110357	49110905	49110567	252	3	103	3	2.48529877787116e-28	26	-34532
CAAP1	3.18467683309076	0.589246442426061	-2.5954303906647	8	124	4	15	0.5	0.120967741935484	0.0146674048125741	0.0151277841642202	0.00182879953368581	0.000318025835121599	0.00934497329665149	chr9	-	26840682	26892826	52144	26892826	chr9	26892660	26892927	26892781	46	1	31	1	5.98243492853694e-10	16	45
ITGA4	0.906123103817474	4.15739754033928	3.25127443652181	8	124	3	99	0.375	0.798387096774194	0.0195752356483763	0.0150646639390208	0.00188200835994989	0.000325218641328381	0.00944793965961163	chr2	+	182321618	182402468	80850	182321618	chr2	182321419	182321619	182321532	74	5	33	3	1.96650009458309e-08	8.5	-86
RTN4	7.87862225726827	3.57383862917886	-4.30478362808941	8	124	8	73	1	0.588709677419355	0.0522560533046506	0.0229056279292444	0.00129322892449254	0.000338492693342507	0.00981501077601444	chr2	-	55199326	55277734	78408	55277734	chr2	55246766	55247009	55246911	58	2	29	2	3.14101035869384e-08	10	30823
SVIP	4.09838678683646	1.33408272969159	-2.76430405714487	8	124	6	36	0.75	0.290322580645161	0.0206716733003181	0.0127920291141488	0.00254845957678948	0.000369396744380704	0.0105912111336617	chr11	-	22843597	22851382	7785	22851382	chr11	22851485	22851957	22851655	139	4	72	4	3.09128595081334e-18	14.6	-273
ASAH1	3.95647053666824	1.50370176336238	-2.45276877330586	8	124	6	34	0.75	0.274193548387097	0.0146317349094094	0.00969882236046125	0.00370501314073868	0.000403679031068676	0.0113413882074285	chr8	-	17913924	17942507	28583	17942507	chr8	17779754	17780674	17780167	174	5	83	3	1.66380660830318e-22	21	162340
MRFAP1	6.53347116940661	2.47907186033705	-4.05439930906956	8	124	7	48	0.875	0.387096774193548	0.0191270554322497	0.00914676379769942	0.00395798815049219	0.000406425999408552	0.0113977276622457	chr4	+	6641817	6644470	2653	6641817	chr4	6919531	6919914	6919665	48	4	27	4	3.2901499069542e-06	5.6	277848
TFG	3.92408346297118	1.07073311236507	-2.85335035060612	8	124	5	23	0.625	0.185483870967742	0.012379590839905	0.0108836048462246	0.00363075028409702	0.000440157480100991	0.0121660794140144	chr3	+	100428133	100467811	39678	100428133	chr3	100008255	100008549	100008432	53	2	24	2	7.16262590329548e-07	8.33333333333333	-419701
LRRFIP2	2.79302855044078	0.555139173179028	-2.23788937726175	8	124	4	15	0.5	0.120967741935484	0.0146674048125741	0.0151277841642202	0.00263532707735209	0.000443714728853596	0.0122423841167362	chr3	-	37094116	37217851	123735	37217851	chr3	37030589	37030851	37030719	300	4	83	4	2.36712145638664e-21	16.8	187132
FLT3	0.0216887151430962	3.74665125195972	3.72496253681662	8	124	1	77	0.125	0.620967741935484	0.0166476215005501	0.0080667844577301	0.00501253401459242	0.000449468290373359	0.0123789044560175	chr13	-	28577410	28674729	97319	28674729	chr13	28711959	28712383	28712214	73	2	40	2	2.6066527571649e-11	13.6666666666667	-37485
SYNGR1	0.654063410006779	4.30211500484646	3.64805159483968	8	124	1	79	0.125	0.637096774193548	0.0124260469866123	0.00622091925459595	0.00659733378777505	0.000455598493547869	0.0125252909639421	chr22	+	39745953	39781593	35640	39745953	chr22	39842855	39843348	39843070	101	3	48	2	1.35647447078101e-13	16.3333333333333	97117
GPN1	5.92643788606816	1.53139581553351	-4.39504207053465	8	124	6	38	0.75	0.306451612903226	0.0283450779633037	0.0166021618480896	0.0025414110302437	0.000467213066409142	0.0126996797354446	chr2	+	27851514	27873713	22199	27851514	chr2	27886560	27886783	27886671	74	2	30	2	1.66734548915194e-08	10.3333333333333	35157
TRADD	2.87456613021868	0.690952507984482	-2.1836136222342	8	124	4	15	0.5	0.120967741935484	0.0146674048125741	0.0151277841642202	0.00291931337187566	0.000487010343283857	0.0130845716006754	chr16	-	67188088	67193812	5724	67193812	chr16	67225912	67226176	67226042	56	1	27	1	8.72055680936387e-09	14	-32230
ISG20	1.05767674514396	3.89316083827624	2.83548409313228	8	124	1	83	0.125	0.669354838709677	0.00646901325847052	0.00356366486191575	0.0133979958422785	0.000522800002098268	0.0139485945004274	chr15	+	89182038	89198879	16841	89182038	chr15	89181935	89182223	89182076	44	1	24	1	6.42123378303763e-08	12.5	38
MLH1	2.9694428894807	0.749061344626936	-2.22038154485377	8	124	4	15	0.5	0.120967741935484	0.0146674048125741	0.0151277841642202	0.00323097174631779	0.000534044453803904	0.0142239084333768	chr3	+	37034840	37092337	57497	37034840	chr3	37030589	37030851	37030719	300	4	83	4	2.36712145638664e-21	16.8	-4121
SIL1	3.15892396571939	0.645992806245845	-2.51293115947355	8	124	4	15	0.5	0.120967741935484	0.0146674048125741	0.0151277841642202	0.0033979099060077	0.000559047963737301	0.0147094636257734	chr5	-	138282409	138534065	251656	138534065	chr5	138582067	138582328	138582215	42	2	26	2	2.07031897310279e-07	9	-48150
FAM92A1	2.80642101645379	0.313043841587938	-2.49337717486585	8	124	3	9	0.375	0.0725806451612903	0.0244873713541786	0.025101598286811	0.00207734854571212	0.000566369711364544	0.0147775377321737	chr8	+	94712734	94741478	28744	94712734	chr8	95565593	95566041	95565735	123	1	60	1	1.50586521193643e-18	30.5	853001
